Production_Unit_Id,Defective_Percentage_Scissor,Defective_Percentage_Paper,Defective_Percentage_Rock
P188,9.929078014184398,49.27007299270073,11.009174311926607
P258,15.894039735099339,41.95804195804196,7.555555555555555
P986,39.1025641025641,76.82119205298014,33.33333333333333
P631,25.274725274725274,8.374384236453201,5.590062111801243
P675,67.05882352941175,62.38938053097345,52.91479820627802
P796,56.56108597285068,15.384615384615385,50.806451612903224
P411,62.06896551724138,73.86363636363636,3.205128205128205
P203,53.003533568904594,12.398921832884097,37.15846994535519
P348,66.17647058823529,32.29166666666667,1.9455252918287937
P930,29.78723404255319,36.787564766839374,30.927835051546392
P961,13.596491228070176,60.95890410958904,10.317460317460316
P507,26.976744186046513,32.1285140562249,13.223140495867769
P801,41.43646408839779,20.253164556962027,16.417910447761194
P020,38.76923076923077,4.444444444444445,8.045977011494253
P224,12.440191387559809,29.807692307692307,7.5
P417,47.47899159663865,16.025641025641026,43.66197183098591
P071,45.91439688715953,85.71428571428571,28.888888888888886
P426,53.36322869955157,16.0,40.54054054054054
P557,62.77056277056276,2.7777777777777777,0.0
P802,23.333333333333332,30.215827338129497,20.689655172413794
P591,7.035175879396985,10.638297872340425,18.6046511627907
P864,3.3333333333333335,46.644295302013425,18.085106382978726
P306,0.6451612903225806,19.25287356321839,58.48214285714286
P801,32.87671232876712,17.93103448275862,1.2269938650306749
P203,0.0,4.712041884816754,1.282051282051282
P125,3.9215686274509802,38.857142857142854,16.51376146788991
P349,66.25,75.0,23.404255319148938
P104,4.10958904109589,23.684210526315788,76.0233918128655
P426,34.394904458598724,36.7003367003367,5.158730158730158
P024,12.345679012345679,20.809248554913296,59.09090909090909
P766,11.711711711711711,0.43668122270742354,22.58064516129032
P279,14.545454545454545,30.952380952380953,17.880794701986755
P064,30.049261083743843,31.770833333333332,43.53448275862069
P406,8.91089108910891,1.7699115044247788,7.834101382488479
P632,21.875,20.77922077922078,29.88505747126437
P443,28.31858407079646,35.07692307692308,24.481327800829874
P983,62.05128205128205,52.80898876404494,15.217391304347828
P657,19.76284584980237,6.666666666666667,17.159763313609467
P349,11.214953271028037,47.386759581881535,30.851063829787233
P669,53.086419753086425,20.634920634920633,14.022140221402212
P714,29.37853107344633,24.875621890547265,0.0
P544,19.101123595505616,30.37974683544304,4.8
P772,36.182336182336186,0.0,40.50632911392405
P182,4.242424242424243,0.4629629629629629,72.81553398058253
P237,6.083650190114068,11.842105263157894,20.195439739413683
P924,55.769230769230774,20.710059171597635,83.51648351648352
P136,9.615384615384617,37.17277486910995,7.906976744186046
P498,8.695652173913043,17.482517482517483,37.6865671641791
P964,41.843971631205676,2.209944751381215,45.07772020725388
P529,48.64864864864865,25.49019607843137,2.127659574468085
P632,7.514450867052023,48.61111111111111,15.957446808510639
P702,35.18518518518518,36.25,48.708487084870846
P111,36.0,2.380952380952381,8.0
P954,4.444444444444445,28.749999999999996,15.841584158415841
P104,45.982142857142854,90.5511811023622,81.3953488372093
P416,15.0,3.6175710594315245,33.663366336633665
P004,12.571428571428573,0.7936507936507936,16.666666666666664
P729,1.834862385321101,51.08695652173913,6.0606060606060606
P053,70.1219512195122,40.11299435028249,48.275862068965516
P946,17.77777777777778,30.04115226337449,27.27272727272727
P001,65.51724137931035,22.421524663677133,25.136612021857925
P135,3.3557046979865772,3.225806451612903,21.153846153846153
P216,26.08695652173913,10.2803738317757,26.0
P135,7.4324324324324325,13.91304347826087,1.0416666666666665
P768,28.000000000000004,40.35087719298245,17.391304347826086
P501,32.98969072164948,3.723404255319149,18.64406779661017
P336,21.153846153846153,60.15625,59.06432748538012
P258,59.09090909090909,5.454545454545454,2.7777777777777777
P062,35.2112676056338,44.642857142857146,15.74074074074074
P838,33.33333333333333,57.85714285714286,61.1764705882353
P816,37.83783783783784,54.961832061068705,1.2048192771084338
P468,37.03703703703704,31.70731707317073,20.634920634920633
P001,41.17647058823529,8.633093525179856,0.0
P654,25.791855203619914,13.131313131313133,9.473684210526317
P720,59.57446808510638,53.271028037383175,17.573221757322173
P046,55.88235294117647,11.567164179104477,16.733067729083665
P409,64.92890995260665,55.00000000000001,10.884353741496598
P789,11.023622047244094,4.669260700389105,45.52845528455284
P348,2.912621359223301,13.172043010752688,12.413793103448276
P694,30.368098159509206,22.463768115942027,23.52941176470588
P152,55.21739130434783,11.76470588235294,19.393939393939394
P175,0.0,49.6551724137931,11.666666666666666
P996,44.68864468864469,41.935483870967744,6.569343065693431
P835,32.31707317073171,39.46188340807175,8.755760368663594
P327,47.26027397260274,33.91304347826087,0.0
P449,24.175824175824175,73.94957983193278,2.5316455696202533
P766,0.0,26.95035460992908,8.441558441558442
P200,21.825396825396826,6.976744186046512,6.956521739130435
P534,19.428571428571427,0.0,47.004608294930875
P594,71.62790697674419,15.517241379310345,61.274509803921575
P374,64.85507246376811,47.5,18.367346938775512
P789,1.1627906976744187,11.940298507462686,15.66265060240964
P987,26.881720430107524,1.9157088122605364,27.63819095477387
P580,11.458333333333332,2.2222222222222223,8.530805687203792
P685,27.027027027027028,30.057803468208093,15.723270440251572
P047,20.379146919431278,29.946524064171122,70.66666666666667
P886,6.707317073170732,36.774193548387096,1.282051282051282
P964,35.88235294117647,5.0,33.46774193548387
P908,40.06734006734007,28.57142857142857,15.602836879432624
P182,4.123711340206185,1.3953488372093024,18.548387096774192
P180,32.35294117647059,12.5,10.112359550561797
P175,11.979166666666668,28.96174863387978,2.840909090909091
P450,34.58646616541353,62.0253164556962,4.761904761904762
P404,26.623376623376622,21.710526315789476,16.666666666666664
P732,21.551724137931032,10.469314079422382,34.883720930232556
P406,25.40983606557377,6.185567010309279,20.56451612903226
P234,27.927927927927925,13.267813267813267,7.984790874524715
P843,41.66666666666667,18.91891891891892,20.348837209302324
P856,1.3333333333333335,0.0,31.800766283524908
P076,2.923976608187134,53.63636363636364,40.63745019920319
P104,18.064516129032256,21.052631578947366,2.5
P830,57.89473684210527,5.434782608695652,3.7344398340248963
P410,38.01652892561984,2.7027027027027026,21.138211382113823
P767,4.9079754601226995,0.0,42.561983471074385
P339,9.30232558139535,46.72131147540984,53.246753246753244
P374,22.058823529411764,59.375,20.920502092050206
P734,62.5,21.73913043478261,4.615384615384616
P867,23.58490566037736,36.36363636363637,46.06741573033708
P729,45.87155963302752,62.06896551724138,81.86046511627907
P383,5.0,1.0810810810810811,19.91701244813278
P498,15.476190476190476,32.432432432432435,41.29032258064516
P595,34.48275862068966,62.13592233009708,2.564102564102564
P316,12.82051282051282,21.29032258064516,13.294797687861271
P688,5.88235294117647,26.400000000000002,37.22222222222222
P930,35.55555555555556,9.569377990430622,37.86407766990291
P233,14.285714285714285,18.30985915492958,75.73529411764706
P652,29.6875,64.0,35.83815028901734
P082,32.244897959183675,95.1923076923077,7.920792079207921
P058,8.866995073891626,42.803030303030305,5.339805825242718
P143,35.22267206477733,8.095238095238095,11.522633744855968
P790,58.5635359116022,0.0,67.36842105263158
P255,39.57597173144876,14.912280701754385,13.988095238095239
P672,95.28301886792453,11.79245283018868,50.64377682403433
P229,38.28996282527881,58.93719806763285,3.608247422680412
P344,9.539473684210527,22.272727272727273,2.8469750889679712
P590,48.717948717948715,9.032258064516128,23.655913978494624
P094,28.620689655172416,42.0,12.446351931330472
P812,12.5,12.142857142857142,18.435754189944134
P526,13.286713286713287,18.59903381642512,4.878048780487805
P125,41.951219512195124,20.108695652173914,12.82051282051282
P868,72.18045112781954,40.909090909090914,16.91542288557214
P509,34.23728813559322,1.7421602787456445,30.676328502415455
P403,6.993006993006993,6.0606060606060606,69.68085106382979
P672,59.6551724137931,10.945273631840797,42.49084249084249
P270,11.03448275862069,0.5988023952095809,0.847457627118644
P872,2.8735632183908044,59.541984732824424,17.5
P930,21.75732217573222,58.01526717557252,0.9708737864077669
P767,10.204081632653061,38.70967741935484,60.0
P870,4.810996563573884,10.655737704918032,19.021739130434785
P711,16.964285714285715,56.58914728682171,0.881057268722467
P911,12.76595744680851,40.54054054054054,25.475285171102662
P269,18.181818181818183,5.454545454545454,62.40601503759399
P250,16.0,47.85992217898833,4.651162790697675
P909,14.615384615384617,64.13043478260869,77.63157894736842
P289,31.88976377952756,14.285714285714285,25.37313432835821
P283,13.793103448275861,55.430711610486895,5.813953488372093
P955,36.666666666666664,53.84615384615385,21.238938053097346
P909,45.16129032258064,8.433734939759036,68.18181818181817
P250,9.090909090909092,13.106796116504855,34.104046242774565
P073,13.66906474820144,20.47244094488189,49.337748344370866
P492,3.1746031746031744,7.82122905027933,29.61672473867596
P534,52.23880597014925,30.405405405405407,41.62436548223351
P548,14.035087719298245,11.210762331838566,44.97607655502392
P930,39.79057591623037,37.735849056603776,42.71844660194174
P371,11.11111111111111,10.555555555555555,18.238993710691823
P452,59.50413223140496,29.959514170040485,15.384615384615385
P469,38.666666666666664,28.343949044585987,74.11167512690355
P433,32.93413173652694,37.28813559322034,34.97536945812808
P731,21.785714285714285,6.363636363636363,28.57142857142857
P489,13.740458015267176,28.837209302325583,34.146341463414636
P129,26.10619469026549,9.289617486338798,0.0
P537,7.348242811501597,50.0,0.8658008658008658
P374,4.819277108433735,33.663366336633665,34.146341463414636
P020,24.8,76.13636363636364,6.779661016949152
P046,37.37024221453287,33.557046979865774,6.3559322033898304
P646,7.627118644067797,4.62962962962963,64.34782608695652
P542,58.490566037735846,65.36796536796537,57.692307692307686
P663,13.200000000000001,30.246913580246915,25.666666666666664
P534,2.127659574468085,9.523809523809524,95.0
P288,46.889952153110045,5.714285714285714,42.0
P191,48.61111111111111,2.5210084033613445,3.4334763948497855
P891,22.82608695652174,7.042253521126761,49.333333333333336
P560,19.292604501607716,3.79746835443038,22.18045112781955
P858,16.7420814479638,16.184971098265898,12.455516014234876
P607,41.832669322709165,20.784313725490197,52.17391304347826
P489,20.588235294117645,18.181818181818183,2.6548672566371683
P576,26.31578947368421,57.25806451612904,73.07692307692307
P069,44.79166666666667,16.363636363636363,66.85082872928176
P167,15.873015873015872,60.74074074074074,29.310344827586203
P407,12.663755458515283,35.51912568306011,8.450704225352112
P465,9.322033898305085,8.018867924528301,14.522821576763487
P561,9.774436090225564,60.273972602739725,0.6172839506172839
P938,27.73722627737226,2.941176470588235,24.0
P121,42.61363636363637,12.962962962962962,53.97727272727273
P597,68.27309236947792,69.74789915966386,38.92215568862276
P639,15.0,20.298507462686565,3.3333333333333335
P907,4.0,56.71641791044776,22.22222222222222
P044,26.41509433962264,12.015503875968992,32.5
P909,43.58974358974359,16.9811320754717,8.938547486033519
P796,20.66115702479339,20.77922077922078,3.7037037037037033
P157,35.86497890295359,10.0,16.59751037344398
P967,30.76923076923077,66.27906976744185,33.75
P041,41.55844155844156,23.04964539007092,2.366863905325444
P180,5.263157894736842,16.666666666666664,75.45454545454545
P156,33.33333333333333,26.400000000000002,6.896551724137931
P159,35.18518518518518,41.66666666666667,11.627906976744185
P306,23.846153846153847,27.358490566037734,3.2128514056224895
P237,16.939890710382514,82.10526315789474,0.5681818181818182
P885,7.801418439716312,6.451612903225806,21.83406113537118
P135,13.076923076923078,28.064516129032256,25.247524752475247
P340,1.4285714285714286,18.75,36.12903225806451
P954,36.868686868686865,31.221719457013574,46.07843137254902
P548,57.14285714285714,77.21518987341773,62.72401433691756
P144,14.213197969543149,41.333333333333336,17.197452229299362
P246,8.71369294605809,37.244897959183675,33.33333333333333
P717,33.33333333333333,23.57142857142857,37.916666666666664
P239,29.906542056074763,41.9811320754717,11.462450592885375
P878,1.8867924528301887,34.831460674157306,37.86407766990291
